Title,Year,Released,Genre,Director,Actors,Plot,Language,Country,IMDB Rating
Ravanasura,2023,07-Apr-23,"Action, Crime, Drama",Sudheer Varma,"Ravi Teja, Jayaram, Sushanth",Junior lawyer Ravindra is a goof whom no one seems to take seriously. But there's more to him beneath the surface.,Telugu,India,5.7
Michael,2023,03-Feb-23,"Action, Crime, Drama",Ranjit Jeyakodi,"Sundeep Kishan, Vijay Sethupathi, Divyansha Kaushik",The gang fighting over places. A youngster decides to gain control of the area. Can he complete his dream of ruling over the place?,Telugu,India,5
Phalana Abbayi Phalana Ammayi,2023,17-Mar-23,"Drama, Family, Romance","Srinivas Avasarala, H. Mansingh","Malvika Nair, Manoj Anand, Naga Shaurya",Revolves around the relationship of the lead pair over the period of a decade.,"Telugu, English",India,4.9
Dasara,2023,31-Mar-23,"Action, Adventure, Drama",Srikanth Odela,"Nani, Keerthy Suresh, Shine Tom Chacko",A brutal act sends an irresponsible small-time criminal on a mission of revenge.,"Kannada, Telugu",India,6.6
Anantha,2023,09-Jun-23,,Madhu Babu,"Prashant Karthi, Rittika Chakraborty, Anish Kuruvilla",Prof. Radesh's farewell party becomes a mysterious interrogation after he reveals that he has a longer and way stranger past.,Telugu,India,
Ahimsa,2023,02-Jun-23,"Action, Drama, Romance",Teja,"Abhiram Daggubati, Geethika, Ananth Babu",A youngster who follows the path of non-violence and finally revolts to a different path to get justice for his family.,Telugu,India,6.1
Natho Nenu,2023,21-Jul-23,Romance,Santhi Kumar Turlapati,"Bhadram, M.S. Chowdary, Rajeev Kanakala","Unmarried, 60 year old man, who lives his life in real estate in Hyderabad. He keeps rising step by step and building apartments with modern facilities.",Telugu,India,
Adipurush,2023,16-Jun-23,"Action, Adventure, Drama",Om Raut,"Prabhas, Kriti Sanon, Saif Ali Khan",A modern adaptation of the Indian epic Ramayana which follows the exiled prince Raghav's journey to rescue his wife Janaki from the raakshash king Lankesh.,"Hindi, Telugu, Tamil, Malayalam, Kannada",India,2.7
Samajavaragamana,2023,29-Jun-23,"Comedy, Drama, Family",Ram Abbaraju,"Vennela Kishore, Reba Monica John, Sree Vishnu",A lifelong university student struggling to pass his exams enlists the help of his son and his lovestruck friend. Hijinks ensue amidst blossoming love and comic bust-ups.,Telugu,India,7.4
Vimanam,2023,09-Jun-23,Drama,Siva Prasad Yanala,"Samuthirakani, Anasuya Bharadwaj, Motta Rajendran",A father's endless pursuit to make his son's biggest dream of traveling in a flight come true.,"Telugu, Tamil",India,6.7
Virupaksha,2023,21-Apr-23,"Action, Horror, Mystery",Karthik Varma Dandu,"Sai Dharam Tej, Samyuktha Menon, Sunil","When a man visits his ancestral village, where terror reigns after a chain of unexplained deaths, he must unravel mystical secrets before it's too late.",Telugu,India,7.2
Ranga Maarthaanda,2023,22-Mar-23,Drama,Krishna Vamsi,"Prakash Raj, Ramya Krishnan, Brahmanandam","Raghava Rao is a theatre artist who was given the title Rangamarthanda. As he grows older, he decides to retire and distributes his wealth among his children, Sri and Ranga who mistreat him and his wife Raju Garu.",Telugu,India,8.1
Kalyanam Kamaneeyam,2023,14-Jan-23,"Comedy, Romance",Anil kumar Aalla,"Santosh Sobhan, Priya Bhavani Shankar, Devi Prasad","Love blossoms into marriage for Siva and Sruthi, but Siva is jobless and his efforts at trying to find a job go unnoticed by Sruthi, which leads to complications in their relationship.",Telugu,India,6
Waltair Veerayya,2023,27-Feb-23,"Action, Drama",K.S. Ravindra,"Shruti Haasan, Ravi Teja, Chiranjeevi",A fisherman who engages in smuggling accepts a request from a disheveled police officer in order to use it to his personal advantage,"Telugu, Hindi, English",India,6.2
Veera Simha Reddy,2023,12-Jan-23,"Action, Drama",Gopichand Malineni,"Nandamuri Balakrishna, Shruti Haasan, Honey Rose","Veera Simha Reddy is a revered man in a village and his son Jai Simha Reddy settles in the USA. When his father gets killed in the village politics, Jai Simha returns to India and takes revenge on who killed his father.","Telugu, Malayalam, Tamil, Hindi, Kannada",India,4.9
Amigos,2023,10-Feb-23,"Action, Crime, Thriller",Rajendra Reddy,"Brahmaji, Nithin Prasanna, Nandamuri Kalyan Ram",Three nearly-identical men become fast friends after meeting via an online doppelgänger-finding app. It's all fun and games until one of them turns out to be a notorious fugitive.,Telugu,India,6
Butta Bomma,2023,04-Feb-23,"Drama, Romance",Chandrasekhar T. Ramesh,"Arjun Das, Charan Kurugonda, Anikha Surendran","Satya, a girl from a village in Araku who falls in love with Murali, an auto driver she has never met, over the phone.",Telugu,India,6.6
Meter,2023,07-Apr-23,"Action, Comedy, Drama",Ramesh Kadhuri,"Kiran Abbavaram, Athulya Ravi, Krishna Murali Posani","Arjun Kalyan reluctantly becomes a police officer to fulfill his father's dream, then an unexpected turn of events forces him to go head-to-head with the home minister of the state.","Telugu, English",India,3.8
Agent,2023,28-Apr-23,"Action, Mystery, Thriller",Surender Reddy,"Akhil Akkineni, Mammootty, Sakshi Vaidya","A spy with a mysterious past, who is on a mission to uncover the truth about a dangerous terrorist organization.",Telugu,India,4.1
Bro,2023,28-Jul-23,"Comedy, Drama, Family",Samuthirakani,"Urvashi Rautela, Pawan Kalyan, Samuthirakani",An arrogant man is given a second chance to fix his mistakes after death.,Telugu,India,6.1
7:11 PM,2023,07-Jul-23,"Action, Sci-Fi, Thriller",Chaitu Madala,"Saahas Pagadala, Tess Walsh, Deepika","The incident that takes place at 7:11 PM changes the fate of a town called Hamsala Deevi and a planet called Proxima-EV12. Ravi travels beyond imagination through time to stop a criminal mastermind, save his loved ones and his bel...","Telugu, English","India, Australia",5.5
Baby,2023,14-Jul-23,"Drama, Romance",Sai Rajesh Neelam,"Anand Deverakonda, Vaishnavi Chaitanya, Viraj Ashwin",Two high-school sweethearts face challenges in their relationship when they take different directions in life.,Telugu,India,7.2
Detective Karthik,2023,21-Jul-23,"Crime, Mystery, Thriller",Venkat Narendra,"Rajath Raghav, Abhilash Bandari, Shruthi Mol","A former detective solves a high school murder case and searches for his crush, leading to unexpected discoveries.",Telugu,India,6.9
Mem Famous,2023,26-May-23,"Comedy, Drama, Romance",Sumanth Prabhas,"Sumanth Prabhas, Mani Aegurla, Mourya Chowdary","A high energy youthful journey filled with amazing moments of friendship, love, family all set up in a beautiful and colorful village.",Telugu,India,7.1
Bhaag Saale,2023,07-Jul-23,"Comedy, Crime",Praneeth Bramandapally,"Sri Simha Koduri, Neha Solanki, Rajeev Kanakala","A smart and young chap knots into a big trouble: he must defy a big time goon, to retrieve something priceless and gain back his love.",Telugu,India,
Pareshan,2023,02-Jun-23,Comedy,Rupak Ronaldson,"Bunny Abiran, Raju Bedigela, Muralidhar Goud","Set up in the backdrop of Singareni and Coalaries, the movie sheds light on troubles that arise between friends, family and lovers.","Telugu, Tamil, Hindi, Kannada, Malayalam",India,5.7
Rangabali,2023,07-Jul-23,"Action, Comedy, Drama",Pawan Basamsetti,"R. Sarathkumar, Shine Tom Chacko, Nia Sharma",A carefree young man gets caught up in a local dispute after falling for a medical student.,Telugu,India,5
Annapurna Photo Studio,2023,21-Jul-23,Thriller,Chandu Muddu,"Chaitanya Madadi, Vasu Inturi, Ramana",Chanti leads a simple yet comfortable life. Chanti's father is a renowned astrologer. He opens a photo studio and names it after his mother. One day Chanti and his friend Prasad notice a goon chasing a girl and attempt to save her.,Telugu,India,7.2
Her: Chapter 1,2023,21-Jul-23,"Crime, Drama, Thriller",Sreedhar Swaraghav,"Ruhani Sharma, Jeevan Kumar, Pradeep Rudra","Archana ,a uniformed police officer returns to duty after a six month suspension to solve a high-stakes case.",Telugu,India,6.3
Writer Padmabhushan,2023,03-Feb-23,"Comedy, Drama",Shanmukha Prasanth,"Suhas, Tina Shilparaj, Gowri Priya","Padmabhushan, a 25-year-old aspiring writer based out of Vijayawada and his middle class family take us on a roller coaster ride packed with innocuous fun and soft emotions, with their heart in the right place.",Telugu,India,7.5
Arangetram,2023,05-May-23,"Drama, Thriller",Sreenivas Mamilla,"Mustafa Askari, Indu Kusuma, Kotesh Manava","Ajay, a psychotic killer, sneak into girl's home to kill her. Unexpectedly, a few intruders enter the same home, thwarting his plan. What happens next?",Telugu,India,
Circle,2023,07-Jul-23,Mystery,Neelakanta,"Sai Ronak, Richa Panai, Arshin Mehta","The letters ""Circle of Death,"" ""Circle of Love,"" and ""Circle of Fate"" are inscribed on the camera lens, creating curiosity. It indicates the involvement of love and destiny amidst the conflicts in the path of love.",Telugu,India,
Two Souls,2023,21-Apr-23,"Fantasy, Romance",Shravan,"Trinadh Varma Kalidindi, Bhavana Sagi, Mounika Reddy","Cheated on by his girlfriend, Akhil, a troubled young guy decides to end his life but instead, he ends up in a comatose state. Soon his soul detaches itself from the body and wanders off, only to find the company of another soul P...",Telugu,India,8
Michael,2023,03-Feb-23,"Action, Crime, Drama",Ranjit Jeyakodi,"Sundeep Kishan, Vijay Sethupathi, Divyansha Kaushik",The gang fighting over places. A youngster decides to gain control of the area. Can he complete his dream of ruling over the place?,Telugu,India,5
Organic Mama Hybrid Alludu,2023,03-Mar-23,Action,"S.V. Krishna Reddy, Eswar Surapu","Mohammad Ali, Krishna Bhagavaan, Harsha Chemudu",,Telugu,India,
Hello Meera,2023,21-Apr-23,Drama,Kakarla Srinivasu,Gargeyi Yellapragada,"A day before her wedding when Meera goes to pick up her outfits, she gets a call from the Hyderabad police station regarding an inquiry concerning her ex's suicide. Is Meera really the one who did this? Will she make it to her wed...","Telugu, Tamil",India,7
Valentines Night,2023,26-Jan-23,Romance,Anil Gopi Reddy,"Mukku Avinash, Bindu Chandramouli, Charan",Realize that everything connects to everything else.,Telugu,India,
Sridevi Shoban Babu,2023,18-Feb-23,"Comedy, Romance",Prashanth Kumar Dimmala,"Mahaboob Basha, Gouri Kishan, Moin",Sridevi is a young fashion designer from Hyderabad. Shoban Babu is a big-hearted guy from Anakapalli. Both of them meet in Araku valley and fight over a property. What happens subsequently forms the story.,Telugu,India,4.5
The Story of a Beautiful Girl,2023,12-May-23,Thriller,Ravi Prakash Bodapati,"Drishika Chander, Nihal Kodhaty, Bhargava Poludasu","Lovable girl with big dreams vanishes, triggering media frenzy and investigation. What happened to her? Mystery unfolds as search for answers begins. After her disappearance, the girl's loved ones and the public are left to wonder.",Telugu,India,
Merry Christmas,2024,12-Jan-24,"Drama, Mystery, Thriller",Sriram Raghavan,"Katrina Kaif, Vijay Sethupathi, Tinnu Anand",Two strangers meet on a fateful Christmas Eve. A night of delirious romance turns into a nightmare. Revealing anything more would be a crime.,"Hindi, Tamil",India,6.9
Main Atal Hoon,2024,19-Jan-24,"Biography, Drama","Ravi Jadhav, Javed Karim","Mahmood Hashmi, Pankaj Tripathi, Benedict Garrett","Follows the extraordinary life and political journey of Shri Atal Bihari Vajpayee, an iconic figure in Indian politics and delves into the multifaceted persona of Vajpayee Ji, capturing his essence as a poet, a gentleman, and a st...",Hindi,India,6.9
Fighter,2024,25-Jan-24,"Action, Drama",Siddharth Anand,"Hrithik Roshan, Deepika Padukone, Anil Kapoor",A reckless yet brilliant squadron leader and his team of elite fighter pilots face mortal dangers and inner demons as they unite for a deadly mission.,"Hindi, English",India,6.2
Teri Baaton Mein Aisa Uljha Jiya,2024,09-Feb-24,"Comedy, Drama, Romance","Amit Joshi, Aradhana Sah","Shahid Kapoor, Kriti Sanon, Dharmendra","Aryan is not able to find a perfect life partner. He meets a perfect girl, Sifra, during an official assignment in the US and falls in love with her only to discover later that it's an impossible love story.",Hindi,India,6.3
Bhakshak,2024,09-Feb-24,"Crime, Drama",Pulkit,"Bhumi Pednekar, Sanjay Mishra, Aditya Srivastav",Revolves around the journey of an unwavering woman's quest to seek justice and her perseverance in getting a heinous crime to light.,Hindi,India,7.2
Lantrani,2024,09-Feb-24,"Comedy, Drama","Kaushik Ganguly, Bhaskar Hazarika, Gurvinder Singh","Rajesh Awasthi, Boloram Das, Jitendra Kumar",The different segments of small towns and rural worlds where people take absurd measures to survive.,Hindi,India,5.1
Dashmi,2024,16-Feb-24,"Drama, Thriller",Shantanu Anant Tambe,"Vardhan Puri, Gaurav Sareen, Monica Chaudhary",,Hindi,India,
Kuch Khattaa Ho Jaay,2024,16-Feb-24,Comedy,Ashok G.,"Ila Arun, Brahmanandam, Paresh Ganatra","Heer and Iraa are in love, to escape familial pressure, they decide to tie the knot with Heer pledging to support Iraa's IAS aspirations. However, a misunderstanding leads both families to believe that they're expecting a child.",Hindi,India,7.8
Crakk: Jeetega... Toh Jiyegaa,2024,23-Feb-24,"Action, Sport, Thriller",Aditya Datt,"Vidyut Jammwal, Arjun Rampal, Nora Fatehi",The journey of a man from the slums of Mumbai to the world of underground extreme sports.,Hindi,India,4.7
Article 370,2024,23-Feb-24,"Action, Drama, Thriller",Aditya Suhas Jambhale,"Yami Gautam, Priyamani, Vaibhav Tatwawadi","Ahead of a major constitutional decision, special agent Zooni Haksar is tasked with a secret mission to quell violence in a conflict-ridden region.",Hindi,India,7.9
Dange,2024,01-Mar-24,"Action, Drama",Bejoy Nambiar,"Harshvardhan Rane, Ehan Bhat, T.J. Bhanu","Journey that delves deep into the complexities of friends. Set against the backdrop of a vibrant college festival, the movie explores the intricate dynamics between two friends whose paths diverge and ignite a fierce competition.",Hindi,India,5.4
Operation Valentine,2024,01-Mar-24,"Action, Drama, Thriller",Shakti Pratap Singh,"Varun Tej, Manushi Chhillar, Paresh Pahuja","Showcasing the indomitable spirits of the Indian Air Force heroes on the frontlines and the challenges they face during one of the biggest, fiercest aerial attacks that India has ever seen.","Hindi, Telugu",India,5.3
Kaagaz 2,2024,01-Mar-24,Drama,V.K. Prakash,"Anupam Kher, Darshan Kumaar, Satish Kaushik",The Struggles of a common man whose right to life is infringed upon by protests and rallies,Hindi,India,6
Shaitaan,2024,08-Mar-24,"Drama, Horror, Thriller",Vikas Bahl,"Ajay Devgn, Madhavan, Jyotika","A family's getaway turns terrifying when an intruder possesses the teen daughter's body, putting her at the mercy of his increasingly sinister commands.",Hindi,India,6.6
Yodha,2024,15-Mar-24,"Action, Drama, Thriller","Sagar Ambre, Pushkar Ojha","Sidharth Malhotra, Raashi Khanna, Disha Patani","After terrorists hijack a passenger plane, an off-duty soldier aboard devises a strategy to defeat the hijackers and ensure the passengers' survival when the engine fails.",Hindi,"India, United States",5.7
Bastar: The Naxal Story,2024,15-Mar-24,"Action, Crime, Drama","Sudipto Sen, Vipul Amrutlal Shah","Adah Sharma, Shah Zain Alam, Purnendu Bhattacharya",Based on the real-life incidents of Naxals in Chattisgarh - The Bastar rebellion broke out in 1910 in present day Chattisgarh.,Hindi,India,6.4
Murder Mubarak,2024,15-Mar-24,"Comedy, Mystery, Romance",Homi Adajania,"Pankaj Tripathi, Sara Ali Khan, Vijay Varma","During a murder investigation, a non-traditional police officer turns a spotlight on an array of suspects. He steps into their world as an outsider, only to find there is so much more than what meets the eye.",Hindi,India,5.9
Ae Watan Mere Watan,2024,21-Mar-24,"Biography, Drama, History",Kannan Iyer,"Sara Ali Khan, Alexx O'Nell, Emraan Hashmi","In the midst of India's struggle for freedom in 1942, a brave young girl starts an underground radio station to spread the message of unity, setting off a thrilling chase with the British authorities during the Quit India movement.","Hindi, Malayalam, Tamil, Telugu, Kannada",India,4.7
Madgaon Express,2024,22-Mar-24,"Comedy, Drama",Kunal Kemmu,"Divyendu Sharma, Pratik Gandhi, Avinash Tiwary",The journey of three childhood friends who embark on a trip to Goa that goes completely off-track,Hindi,India,7.1
Swatantrya Veer Savarkar,2024,22-Mar-24,"Biography, Drama",Randeep Hooda,"Randeep Hooda, Ankita Lokhande, Apinderdeep Singh","The life journey of Indian freedom fighter and reformer Vinayak Damodar Savarkar, popularly known as Veer Savarkar.","Hindi, Marathi",India,7.7
Crew,2024,29-Mar-24,"Comedy, Drama",Rajesh A Krishnan,"Tabu, Kareena Kapoor, Kriti Sanon",Follows three hard-working women as their destinies lead to some unwarranted situations and they end up caught in a web of lies.,Hindi,India,5.9
Woh Bhi Din The,2024,29-Mar-24,Drama,Sajid Ali,"John Abraham, Imtiaz Ali, Keval Arora","A renowned photojournalist returns to his alma mater as a guest speaker, reminiscing about his carefree school days and first love",,India,7.3
Bengal 1947,2024,29-Mar-24,Drama,Akashaditya Lama,"Ankur Armam, Devoleena Bhattacharjee, Harish Bhimani","Explores the partition of India in 1947, focusing specifically on the impact on Bengal.",Hindi,India,6.9
